"ID","year","country","assignment"
"GU798243",2007,"Morocco","Cosmopolitan AF1a"
"GU798244",2007,"Morocco","Cosmopolitan AF1a"
"GU798245",2005,"Spain","Cosmopolitan AF1a"
"GU798246",2002,"Spain","Cosmopolitan AF1a"
"GU798247",1995,"Spain","Cosmopolitan AF1a"
"GU798248",2008,"Morocco","Cosmopolitan AF1a"
"GU798249",2007,"Morocco","Cosmopolitan AF1a"
"GU798250",2007,"Morocco","Cosmopolitan AF1a"
"GU798251",2007,"Morocco","Cosmopolitan AF1a"
"GU798252",2008,"Morocco","Cosmopolitan AF1a"
"GU798253",2007,"Morocco","Cosmopolitan AF1a"
"GU798254",2007,"Morocco","Cosmopolitan AF1a"
"GU798255",1986,"Morocco","Cosmopolitan AF1a"
"GU798256",2008,"Morocco","Cosmopolitan AF1a"
"GU798257",2007,"Morocco","Cosmopolitan AF1a"
"GU798258",2008,"Morocco","Cosmopolitan AF1a"
"GU798259",2007,"Morocco","Cosmopolitan AF1a"
"GU798260",2007,"Morocco","Cosmopolitan AF1a"
"GU798261",2008,"Algeria","Cosmopolitan AF1a"
"GU798262",2007,"Algeria","Cosmopolitan AF1a"
"GU798263",1993,"Spain","Cosmopolitan AF1a"
"GU798264",1992,"Spain","Cosmopolitan AF1a"
"GU798265",1991,"Spain","Cosmopolitan AF1a"
"GU798266",2003,"Algeria","Cosmopolitan AF1a"
"GU798267",2007,"Algeria","Cosmopolitan AF1a"
"GU798268",2007,"Morocco","Cosmopolitan AF1a"
"GU798269",2007,"Morocco","Cosmopolitan AF1a"
"GU798270",2003,"Algeria","Cosmopolitan AF1a"
"GU798271",2007,"Morocco","Cosmopolitan AF1a"
"GU798272",2007,"Morocco","Cosmopolitan AF1a"
"GU798273",2007,"Algeria","Cosmopolitan AF1a"
"GU798274",2008,"Algeria","Cosmopolitan AF1a"
"GU798275",2007,"Algeria","Cosmopolitan AF1a"
"GU798276",2008,"Algeria","Cosmopolitan AF1a"
"GU798277",2004,"Algeria","Cosmopolitan AF1a"
"GU798278",2007,"Algeria","Cosmopolitan AF1a"
"GU798279",2007,"Algeria","Cosmopolitan AF1a"
"GU798280",2003,"Algeria","Cosmopolitan AF1a"
"GU798281",2007,"Algeria","Cosmopolitan AF1a"
"GU798282",2007,"Algeria","Cosmopolitan AF1a"
"GU798283",2007,"Algeria","Cosmopolitan AF1a"
"GU798284",2008,"Algeria","Cosmopolitan AF1a"
"GU798285",2007,"Algeria","Cosmopolitan AF1a"
"GU798286",2008,"Algeria","Cosmopolitan AF1a"
"GU798287",2007,"Algeria","Cosmopolitan AF1a"
"GU798288",2008,"Algeria","Cosmopolitan AF1a"
"GU798289",1996,"Algeria","Cosmopolitan AF1a"
"GU798290",2007,"Algeria","Cosmopolitan AF1a"
"GU798291",2002,"Algeria","Cosmopolitan AF1a"
"GU798292",2005,"Algeria","Cosmopolitan AF1a"
"GU798293",2007,"Algeria","Cosmopolitan AF1a"
"GU798294",2007,"Algeria","Cosmopolitan AF1a"
"GU798295",2008,"Algeria","Cosmopolitan AF1a"
"GU798296",2005,"Algeria","Cosmopolitan AF1a"
"GU798297",1996,"Algeria","Cosmopolitan AF1a"
"GU798298",1991,"Algeria","Cosmopolitan AF1a"
"GU798299",2007,"Algeria","Cosmopolitan AF1a"
"GU798300",2003,"Algeria","Cosmopolitan AF1a"
"GU798301",2004,"Algeria","Cosmopolitan AF1a"
"GU798302",2004,"Algeria","Cosmopolitan AF1a"
"GU798303",2004,"Algeria","Cosmopolitan AF1a"
"GU798304",2002,"Algeria","Cosmopolitan AF1a"
"GU798305",2007,"Algeria","Cosmopolitan AF1a"
"GU798306",2008,"Algeria","Cosmopolitan AF1a"
"GU798307",2002,"Algeria","Cosmopolitan AF1a"
"GU798308",2007,"Algeria","Cosmopolitan AF1a"
"GU798309",2007,"Algeria","Cosmopolitan AF1a"
"GU798310",2007,"Algeria","Cosmopolitan AF1a"
"GU798311",2007,"Algeria","Cosmopolitan AF1a"
"GU798312",2004,"Algeria","Cosmopolitan AF1a"
"GU798313",2008,"Algeria","Cosmopolitan AF1a"
"GU798314",2007,"Algeria","Cosmopolitan AF1a"
"GU798315",2007,"Algeria","Cosmopolitan AF1a"
"GU798316",2001,"Algeria","Cosmopolitan AF1a"
"GU798317",2007,"Algeria","Cosmopolitan AF1a"
"GU798318",2001,"Algeria","Cosmopolitan AF1a"
"GU798319",2008,"Algeria","Cosmopolitan AF1a"
"GU798320",2008,"Algeria","Cosmopolitan AF1a"
"GU798321",2007,"Algeria","Cosmopolitan AF1a"
"GU798322",2007,"Algeria","Cosmopolitan AF1a"
"GU798323",2007,"Algeria","Cosmopolitan AF1a"
"GU798324",2007,"Algeria","Cosmopolitan AF1a"
"GU798325",2007,"Algeria","Cosmopolitan AF1a"
"GU798326",2007,"Algeria","Cosmopolitan AF1a"
"GU798327",2003,"Algeria","Cosmopolitan AF1a"
"GU798328",2003,"Algeria","Cosmopolitan AF1a"
"GU798329",2002,"Algeria","Cosmopolitan AF1a"
"GU798330",2004,"Algeria","Cosmopolitan AF1a"
"GU798331",2004,"Algeria","Cosmopolitan AF1a"
"GU798332",2003,"Algeria","Cosmopolitan AF1a"
"GU798333",2002,"Algeria","Cosmopolitan AF1a"
"GU798334",2002,"Algeria","Cosmopolitan AF1a"
"GU798335",2004,"Algeria","Cosmopolitan AF1a"
"GU798336",2007,"Algeria","Cosmopolitan AF1a"
"GU798337",2007,"Algeria","Cosmopolitan AF1a"
"GU798338",2004,"Algeria","Cosmopolitan AF1a"
"GU798339",2007,"Algeria","Cosmopolitan AF1a"
"GU798340",2008,"Algeria","Cosmopolitan AF1a"
"GU798341",2004,"Algeria","Cosmopolitan AF1a"
"GU798342",2004,"Algeria","Cosmopolitan AF1a"
"GU798343",2001,"Algeria","Cosmopolitan AF1a"
"GU798344",2003,"Algeria","Cosmopolitan AF1a"
"GU798345",2002,"Algeria","Cosmopolitan AF1a"
"GU798346",2002,"Algeria","Cosmopolitan AF1a"
"GU798347",2007,"Algeria","Cosmopolitan AF1a"
"GU798348",2001,"Algeria","Cosmopolitan AF1a"
"GU798349",2003,"Algeria","Cosmopolitan AF1a"
"GU798350",2007,"Algeria","Cosmopolitan AF1a"
"GU798351",2004,"Algeria","Cosmopolitan AF1a"
"GU798352",2003,"Algeria","Cosmopolitan AF1a"
"GU798353",2004,"Algeria","Cosmopolitan AF1a"
"GU798354",2008,"Algeria","Cosmopolitan AF1a"
"GU798355",2007,"Algeria","Cosmopolitan AF1a"
"GU798356",2007,"Algeria","Cosmopolitan AF1a"
"GU798357",2007,"Algeria","Cosmopolitan AF1a"
"GU798358",2007,"Algeria","Cosmopolitan AF1a"
"GU798359",2007,"Algeria","Cosmopolitan AF1a"
"GU798360",2008,"Algeria","Cosmopolitan AF1a"
"GU798361",2007,"Algeria","Cosmopolitan AF1a"
"GU798362",2008,"Algeria","Cosmopolitan AF1a"
"GU798363",2008,"Algeria","Cosmopolitan AF1a"
"GU798364",2008,"Algeria","Cosmopolitan AF1a"
"GU798365",2008,"Algeria","Cosmopolitan AF1a"
"GU798366",2008,"Algeria","Cosmopolitan AF1a"
"GU798367",2008,"Algeria","Cosmopolitan AF1a"
"GU798368",2008,"Algeria","Cosmopolitan AF1a"
"GU798369",2008,"Algeria","Cosmopolitan AF1a"
"GU798370",2007,"Algeria","Cosmopolitan AF1a"
"GU798371",2001,"Algeria","Cosmopolitan AF1a"
"GU798372",2008,"Algeria","Cosmopolitan AF1a"
"GU798373",2008,"Algeria","Cosmopolitan AF1a"
"GU798374",2001,"Algeria","Cosmopolitan AF1a"
"GU798375",2003,"Algeria","Cosmopolitan AF1a"
"GU798376",2001,"Algeria","Cosmopolitan AF1a"
"GU798377",2002,"Algeria","Cosmopolitan AF1a"
"GU798378",2001,"Algeria","Cosmopolitan AF1a"
"GU798379",2002,"Algeria","Cosmopolitan AF1a"
"GU798380",2007,"Algeria","Cosmopolitan AF1a"
"GU798381",2001,"Algeria","Cosmopolitan AF1a"
"GU798382",2003,"Algeria","Cosmopolitan AF1a"
"GU798383",2004,"Algeria","Cosmopolitan AF1a"
"GU798384",2002,"Algeria","Cosmopolitan AF1a"
"GU798385",2001,"Algeria","Cosmopolitan AF1a"
"GU798386",2001,"Algeria","Cosmopolitan AF1a"
"GU798387",2004,"Algeria","Cosmopolitan AF1a"
"GU798388",2007,"Algeria","Cosmopolitan AF1a"
"GU991847",2007,"Mexico","Cosmopolitan AM2a"
"GU992302",1991,"France","Cosmopolitan WE"
"GU992306",1991,"Oman","Cosmopolitan ME1a"
"GU992323",1976,"France","Cosmopolitan"
"GU992324",1985,"France","Cosmopolitan"
"GU992325",1985,"France","Cosmopolitan"
"HM114240",2010,"Israel","Cosmopolitan ME2"
"HM114241",2010,"Israel","Cosmopolitan ME2"
"HM179504",2006,"South Africa","Cosmopolitan AF1b"
"HM179505",2004,"South Africa","Cosmopolitan AF1b"
"HM179506",1996,"South Africa","Cosmopolitan AF1b"
"HM179507",2005,"South Africa","Cosmopolitan AF1b"
"HM179508",2005,"South Africa","Cosmopolitan AF1b"
"HM535790",2010,"United States","Cosmopolitan"
"HQ450386",2011,"Mexico","Cosmopolitan AM2a"
"HQ829841",2009,"India","Cosmopolitan"
"HQ891318",2011,"-","Cosmopolitan"
"JF693449",2007,"Colombia","Cosmopolitan AM2a"
"JF693450",2007,"Colombia","Cosmopolitan AM2a"
"JF693451",2006,"Colombia","Cosmopolitan AM2a"
"JF693452",2007,"Colombia","Cosmopolitan AM2a"
"JF693453",1995,"Colombia","Cosmopolitan AM2a"
"JF693454",1995,"Colombia","Cosmopolitan AM2a"
"JF693455",2000,"Colombia","Cosmopolitan AM2a"
"JF973777",1977,"Serbia","Cosmopolitan EE"
"JF973778",1977,"Serbia","Cosmopolitan EE"
"JF973780",1977,"Serbia","Cosmopolitan EE"
"JF973782",1986,"Bosnia and Herzegovina","Cosmopolitan WE"
"JF973783",1986,"Serbia","Cosmopolitan EE"
"JF973785",1997,"Serbia","Cosmopolitan EE"
"JF973786",1997,"Serbia","Cosmopolitan EE"
"JF973787",1998,"Serbia","Cosmopolitan EE"
"JF973788",1997,"Serbia","Cosmopolitan EE"
"JF973789",1997,"Serbia","Cosmopolitan EE"
"JF973790",1997,"Serbia","Cosmopolitan EE"
"JF973791",1998,"Serbia","Cosmopolitan EE"
"JF973792",1997,"Serbia","Cosmopolitan"
"JF973793",1997,"Serbia","Cosmopolitan EE"
"JF973794",1999,"Serbia","Cosmopolitan EE"
"JF973795",1999,"Serbia","Cosmopolitan EE"
"JF973796",1999,"Bosnia and Herzegovina","Cosmopolitan EE"
"JF973797",1999,"Bosnia and Herzegovina","Cosmopolitan EE"
"JF973798",2000,"Serbia","Cosmopolitan EE"
"JF973799",2000,"Serbia","Cosmopolitan EE"
"JF973800",2000,"Serbia","Cosmopolitan EE"
"JF973801",2000,"Serbia","Cosmopolitan EE"
"JF973802",2000,"Montenegro","Cosmopolitan EE"
"JF973803",2000,"Serbia","Cosmopolitan EE"
"JF973804",2000,"Serbia","Cosmopolitan EE"
"JF973805",2000,"Serbia","Cosmopolitan EE"
"JF973806",2000,"Serbia","Cosmopolitan EE"
"JF973807",1999,"Serbia","Cosmopolitan EE"
"JF973808",1977,"Serbia","Cosmopolitan EE"
"JF973809",1977,"Serbia","Cosmopolitan EE"
"JF973810",1977,"Serbia","Cosmopolitan EE"
"JN008438",1986,"Bosnia and Herzegovina","Cosmopolitan EE"
"JN008440",2000,"Serbia","Cosmopolitan EE"
"JN234411",1931,"China","Cosmopolitan"
"JN561127",2009,"India","Cosmopolitan"
"JQ513528",1996,"Puerto Rico","Cosmopolitan"
"JQ513529",1997,"Puerto Rico","Cosmopolitan"
"JQ513530",1997,"Puerto Rico","Cosmopolitan"
"JQ513531",1997,"Puerto Rico","Cosmopolitan"
"JQ513532",1997,"Puerto Rico","Cosmopolitan"
"JQ513533",1997,"Puerto Rico","Cosmopolitan"
"JQ513534",1997,"Puerto Rico","Cosmopolitan"
"JQ513535",1997,"Puerto Rico","Cosmopolitan"
"JQ513536",1997,"Puerto Rico","Cosmopolitan"
"JQ513537",1997,"Puerto Rico","Cosmopolitan"
"JQ513538",1997,"Puerto Rico","Cosmopolitan"
"JQ513539",1994,"United States","Cosmopolitan AM4"
"JQ513540",1994,"United States","Cosmopolitan AM4"
"JQ513541",1994,"United States","Cosmopolitan AM4"
"JQ513542",1994,"United States","Cosmopolitan AM4"
"JQ513543",1994,"United States","Cosmopolitan AM4"
"JQ513544",1994,"United States","Cosmopolitan AM4"
"JQ513545",1997,"United States","Cosmopolitan AM4"
"JQ513546",1997,"United States","Cosmopolitan AM4"
"JQ513547",1997,"United States","Cosmopolitan AM4"
"JQ513548",1997,"United States","Cosmopolitan AM4"
"JQ513549",1997,"United States","Cosmopolitan AM4"
"JQ513550",1997,"United States","Cosmopolitan AM4"
"JQ513551",1997,"United States","Cosmopolitan AM4"
"JQ513552",1997,"United States","Cosmopolitan AM4"
"JQ671337",2011,"Israel","Cosmopolitan ME2"
"JQ671338",2011,"Israel","Cosmopolitan ME2"
"JQ685894",1994,"United States","Cosmopolitan AM4"
"JQ685899",2009,"United States","Cosmopolitan AM2b"
"JQ685943",2009,"United States","Cosmopolitan AM2b"
"JQ685944",1984,"United States","Cosmopolitan AM1"
"JQ685967",2012,"United States","Cosmopolitan AM1"
"JQ685970",1974,"United States","Cosmopolitan AM4"
"JQ944704",2009,"Russia","Cosmopolitan NEE"
"JQ944705",2008,"Russia","Cosmopolitan CA1"
"JQ944706",2008,"Russia","Cosmopolitan CA2"
"JQ944708",2008,"Russia","Cosmopolitan CA3"
"JQ944709",2008,"Ethiopia","Cosmopolitan"
"JX423808",2011,"Russia","Cosmopolitan CA1"
"JX423809",2011,"Russia","Cosmopolitan CA1"
"JX423810",2011,"Russia","Cosmopolitan CA1"
"JX423811",2011,"Russia","Cosmopolitan CA1"
"JX423812",2011,"Russia","Cosmopolitan CA1"
"JX423813",2011,"Russia","Cosmopolitan CA1"
"JX423814",2011,"Russia","Cosmopolitan CA1"
"JX423815",2012,"Russia","Cosmopolitan CA1"
"JX423816",2012,"Russia","Cosmopolitan CA1"
"JX423817",2012,"Russia","Cosmopolitan CA1"
"JX423818",2012,"Russia","Cosmopolitan CA1"
"JX423819",2002,"Russia","Cosmopolitan CA1"
"JX473838",2009,"Namibia","Cosmopolitan AF1b"
"JX473839",2009,"Namibia","Cosmopolitan AF1b"
"JX473840",2009,"Namibia","Cosmopolitan AF1b"
"JX473841",2009,"Namibia","Cosmopolitan AF1b"
"JX987744",2013,"Iran","Cosmopolitan CA1"
"JX987746",2013,"Iran","Cosmopolitan CA2"
"JX987748",1996,"Iran","Cosmopolitan ME1a"
"KC252633",2011,"China","Cosmopolitan CA1"
"KC465377",2011,"China","Cosmopolitan CA1"
"KC595280",2011,"Russia","Cosmopolitan CA1"
"KC595281",2011,"Russia","Cosmopolitan CA1"
"KC595282",2011,"Russia","Cosmopolitan CA1"
"KC595283",2011,"Russia","Cosmopolitan CA1"
"KC737850",2011,"United States","Cosmopolitan AM3a"
"KF154997",2013,"Estonia","Cosmopolitan NEE"
"KF154998",1950,"Israel","Cosmopolitan AF4"
"KF155000",2010,"Iraq","Cosmopolitan CA2"
"KF155001",2009,"Morocco","Cosmopolitan AF1a"
"KF155002",2010,"Tanzania","Cosmopolitan AF1b"
"KJ001488",2005,"Mexico","Cosmopolitan AM2a"
"KJ001489",2005,"Mexico","Cosmopolitan AM2a"
"KJ001490",2005,"Mexico","Cosmopolitan AM2a"
"KJ001491",2005,"Mexico","Cosmopolitan AM2a"
"KJ001492",2005,"Mexico","Cosmopolitan AM2a"
"KJ001494",2005,"Mexico","Cosmopolitan AM2a"
"KJ001496",2005,"Mexico","Cosmopolitan AM2a"
"KJ001497",2006,"Mexico","Cosmopolitan AM2a"
"KJ001498",2006,"Mexico","Cosmopolitan AM2a"
"KJ001499",2006,"Mexico","Cosmopolitan AM2a"
"KJ001500",2006,"Mexico","Cosmopolitan AM2a"
"KJ001502",2006,"Mexico","Cosmopolitan AM2a"
"KJ001503",2007,"Mexico","Cosmopolitan AM2a"
"KJ001504",2007,"Mexico","Cosmopolitan AM2a"
"KJ001505",2005,"Mexico","Cosmopolitan AM2a"
"KJ001506",2007,"Mexico","Cosmopolitan AM2a"
"KJ001508",2008,"Mexico","Cosmopolitan AM2a"
"KJ001509",2009,"Mexico","Cosmopolitan AM2a"
"KJ001510",2009,"Mexico","Cosmopolitan AM2a"
"KJ001512",2011,"Mexico","Cosmopolitan AM2a"
"KJ001513",2011,"Mexico","Cosmopolitan AM2a"
"KJ001515",2011,"Mexico","Cosmopolitan AM2a"
"KJ001516",2011,"Mexico","Cosmopolitan AM2a"
"KJ001517",2011,"Mexico","Cosmopolitan AM2a"
"KJ001518",2011,"Mexico","Cosmopolitan AM2a"
"KJ001523",2005,"Mexico","Cosmopolitan AM2a"
"KJ001524",2010,"Mexico","Cosmopolitan AM2a"
"KJ001525",2009,"Mexico","Cosmopolitan AM2a"
"KJ001534",2010,"Mexico","Cosmopolitan AM2a"
"KJ001535",2008,"Mexico","Cosmopolitan AM2a"
"KJ001536",2011,"Mexico","Cosmopolitan AM2a"
"KJ152772",2013,"China","Cosmopolitan CA1"
"KJ152773",2013,"China","Cosmopolitan CA1"
"KJ152774",2013,"China","Cosmopolitan CA1"
"KJ737435",2014,"China","Cosmopolitan CA1"
"KJ748631",2014,"China","Cosmopolitan CA1"
"KJ748632",2014,"China","Cosmopolitan CA1"
"KJ748633",2014,"China","Cosmopolitan CA1"
"KJ748634",2014,"China","Cosmopolitan CA1"
"KJ748635",2014,"China","Cosmopolitan CA1"
"KJ748636",2014,"China","Cosmopolitan CA1"
"KJ957431",2011,"Grenada","Cosmopolitan"
"KJ957432",2011,"Grenada","Cosmopolitan"
"KJ957433",2011,"Grenada","Cosmopolitan"
"KJ957434",2011,"Grenada","Cosmopolitan"
"KJ957435",2011,"Grenada","Cosmopolitan"
"KJ957436",2011,"Grenada","Cosmopolitan"
"KJ957437",2011,"Grenada","Cosmopolitan"
"KJ957438",2011,"Grenada","Cosmopolitan"
"KJ957439",2011,"Grenada","Cosmopolitan"
"KJ957440",2011,"Grenada","Cosmopolitan"
"KJ957441",2012,"Grenada","Cosmopolitan"
"KJ957442",2012,"Grenada","Cosmopolitan"
"KJ957443",2012,"Grenada","Cosmopolitan"
"KJ957444",2012,"Grenada","Cosmopolitan"
"KJ957445",2012,"Grenada","Cosmopolitan"
"KJ957446",2013,"Grenada","Cosmopolitan"
"KJ957447",2013,"Grenada","Cosmopolitan"
"KJ957448",2013,"Grenada","Cosmopolitan"
"KJ957449",2013,"Grenada","Cosmopolitan"
"KJ957450",2013,"Grenada","Cosmopolitan"
"KJ957451",2013,"Grenada","Cosmopolitan"
"KJ957452",2013,"Grenada","Cosmopolitan"
"KM016899",2014,"China","Cosmopolitan CA1"
"KM016901",2014,"China","Cosmopolitan CA1"
"KM067274",2012,"Grenada","Cosmopolitan"
"KM198893",2014,"Russia","Cosmopolitan"
"KM594039",2009,"Brazil","Cosmopolitan AM3b"
"KP723638",2014,"Ethiopia","Cosmopolitan AF1a"
"KP997032",2014,"Russia","Cosmopolitan CA1"
"KR534217",2008,"Tanzania","Cosmopolitan AF1b"
"KR534218",2008,"Tanzania","Cosmopolitan AF1b"
"KR534219",2007,"Tanzania","Cosmopolitan AF1b"
"KR534220",2008,"Tanzania","Cosmopolitan AF1b"
"KR534228",2010,"Tanzania","Cosmopolitan AF1b"
"KR534229",2010,"Tanzania","Cosmopolitan AF1b"
"KR534230",2010,"Tanzania","Cosmopolitan AF1b"
"KR534231",2010,"Tanzania","Cosmopolitan AF1b"
"KR534232",2011,"Tanzania","Cosmopolitan AF1b"
"KR534233",2011,"Tanzania","Cosmopolitan AF1b"
"KR534234",2011,"Tanzania","Cosmopolitan AF1b"
"KR534235",2011,"Tanzania","Cosmopolitan AF1b"
"KR534236",2011,"Tanzania","Cosmopolitan AF1b"
"KR534237",2011,"Tanzania","Cosmopolitan AF1b"
"KR534238",2011,"Tanzania","Cosmopolitan AF1b"
"KR534244",2011,"Tanzania","Cosmopolitan AF1b"
"KR534245",2011,"Tanzania","Cosmopolitan AF1b"
"KR534246",2011,"Tanzania","Cosmopolitan AF1b"
"KR534247",2011,"Tanzania","Cosmopolitan AF1b"
"KR534248",2011,"Tanzania","Cosmopolitan AF1b"
"KR534249",2011,"Tanzania","Cosmopolitan AF1b"
"KR534250",2011,"Tanzania","Cosmopolitan AF1b"
"KR534251",2011,"Tanzania","Cosmopolitan AF1b"
"KR534252",2011,"Tanzania","Cosmopolitan AF1b"
"KR534253",2011,"Tanzania","Cosmopolitan AF1b"
"KR534254",2011,"Tanzania","Cosmopolitan AF1b"
"KR534256",2011,"Tanzania","Cosmopolitan AF1b"
"KR781523",2006,"Brazil","Cosmopolitan"
"KR781535",2010,"Brazil","Cosmopolitan"
"KR781555",2007,"Brazil","Cosmopolitan"
"KR781570",2006,"Brazil","Cosmopolitan"
"KR781574",2006,"Brazil","Cosmopolitan"
"KR781576",2006,"Brazil","Cosmopolitan"
"KR781578",2006,"Brazil","Cosmopolitan"
"KR781581",2008,"Brazil","Cosmopolitan"
"KR781582",2009,"Brazil","Cosmopolitan"
"KR781584",2009,"Brazil","Cosmopolitan"
"KR781586",2009,"Brazil","Cosmopolitan"
"KR781587",2009,"Brazil","Cosmopolitan"
"KR781588",2010,"Brazil","Cosmopolitan"
"KR781590",2010,"Brazil","Cosmopolitan"
"KR781593",2006,"Brazil","Cosmopolitan"
"KR781594",2006,"Brazil","Cosmopolitan"
"KR781595",2007,"Brazil","Cosmopolitan"
"KR781597",2008,"Brazil","Cosmopolitan"
"KR781599",2009,"Brazil","Cosmopolitan"
"KR781601",2011,"Brazil","Cosmopolitan"
"KR781606",2010,"Brazil","Cosmopolitan"
"KR781607",2010,"Brazil","Cosmopolitan"
"KR906734",2008,"Tanzania","Cosmopolitan AF1b"
"KR906735",2008,"Tanzania","Cosmopolitan AF1b"
"KR906736",2008,"Tanzania","Cosmopolitan AF1b"
"KR906737",2008,"Tanzania","Cosmopolitan AF1b"
"KR906738",2004,"Tanzania","Cosmopolitan AF1b"
"KR906739",2004,"Tanzania","Cosmopolitan AF1b"
"KR906740",2009,"Tanzania","Cosmopolitan AF1b"
"KR906741",2003,"Tanzania","Cosmopolitan AF1b"
"KR906742",2009,"Tanzania","Cosmopolitan AF1b"
"KR906743",2010,"Tanzania","Cosmopolitan AF1b"
"KR906744",2010,"Tanzania","Cosmopolitan AF1b"
"KR906745",2010,"Tanzania","Cosmopolitan AF1b"
"KR906746",2010,"Tanzania","Cosmopolitan AF1b"
"KR906747",2010,"Tanzania","Cosmopolitan AF1b"
"KR906748",2010,"Tanzania","Cosmopolitan AF1b"
"KR906749",2010,"Tanzania","Cosmopolitan AF1b"
"KR906750",2010,"Tanzania","Cosmopolitan AF1b"
"KR906751",2011,"Tanzania","Cosmopolitan AF1b"
"KR906752",2011,"Tanzania","Cosmopolitan AF1b"
"KR906753",2011,"Tanzania","Cosmopolitan AF1b"
"KR906754",2011,"Tanzania","Cosmopolitan AF1b"
"KR906755",2011,"Tanzania","Cosmopolitan AF1b"
"KR906756",2011,"Tanzania","Cosmopolitan AF1b"
"KR906757",2010,"Tanzania","Cosmopolitan AF1b"
"KR906758",2010,"Tanzania","Cosmopolitan AF1b"
"KR906759",2010,"Tanzania","Cosmopolitan AF1b"
"KR906760",2010,"Tanzania","Cosmopolitan AF1b"
"KR906761",2010,"Tanzania","Cosmopolitan AF1b"
"KR906762",2010,"Tanzania","Cosmopolitan AF1b"
"KR906763",2010,"Tanzania","Cosmopolitan AF1b"
"KR906764",2010,"Tanzania","Cosmopolitan AF1b"
"KR906765",2010,"Tanzania","Cosmopolitan AF1b"
"KR906766",2010,"Tanzania","Cosmopolitan AF1b"
"KR906767",2011,"Tanzania","Cosmopolitan AF1b"
"KR906768",2011,"Tanzania","Cosmopolitan AF1b"
"KR906769",2011,"Tanzania","Cosmopolitan AF1b"
"KR906770",2011,"Tanzania","Cosmopolitan AF1b"
"KR906771",2011,"Tanzania","Cosmopolitan AF1b"
"KR906772",2011,"Tanzania","Cosmopolitan AF1b"
"KR906773",2011,"Tanzania","Cosmopolitan AF1b"
"KR906774",2011,"Tanzania","Cosmopolitan AF1b"
"KR906775",2011,"Tanzania","Cosmopolitan AF1b"
"KR906776",2011,"Tanzania","Cosmopolitan AF1b"
"KR906777",2011,"Tanzania","Cosmopolitan AF1b"
"KR906778",2011,"Tanzania","Cosmopolitan AF1b"
"KR906779",2012,"Tanzania","Cosmopolitan AF1b"
"KR906780",2011,"Tanzania","Cosmopolitan AF1b"
"KR906781",2012,"Tanzania","Cosmopolitan AF1b"
"KR906782",2012,"Tanzania","Cosmopolitan AF1b"
"KR906783",2012,"Tanzania","Cosmopolitan AF1b"
"KR906784",2012,"Tanzania","Cosmopolitan AF1b"
"KR906785",2012,"Tanzania","Cosmopolitan AF1b"
"KR906786",2012,"Tanzania","Cosmopolitan AF1b"
"KR906787",2012,"Tanzania","Cosmopolitan AF1b"
"KR906788",2012,"Tanzania","Cosmopolitan AF1b"
"KR906789",2012,"Tanzania","Cosmopolitan AF1b"
"KR906790",2012,"Tanzania","Cosmopolitan AF1b"
"KR906791",2012,"Tanzania","Cosmopolitan AF1b"
"KR906792",2012,"Tanzania","Cosmopolitan AF1b"
"KT006769",2013,"Mexico","Cosmopolitan AM2a"
"KT119634",2003,"Central African Republic","Cosmopolitan AF1b"
"KT119635",2003,"Central African Republic","Cosmopolitan AF1b"
"KT119636",2003,"Central African Republic","Cosmopolitan AF1b"
"KT119637",2003,"Central African Republic","Cosmopolitan AF1b"
"KT119638",2003,"Central African Republic","Cosmopolitan AF1b"
"KT119639",2003,"Central African Republic","Cosmopolitan AF1b"
"KT119640",2003,"Central African Republic","Cosmopolitan AF1b"
"KT119641",2003,"Central African Republic","Cosmopolitan AF1b"
"KT119642",2003,"Central African Republic","Cosmopolitan AF1b"
"KT119643",2003,"Central African Republic","Cosmopolitan AF1b"
"KT119644",2003,"Central African Republic","Cosmopolitan AF1b"
"KT119645",2003,"Central African Republic","Cosmopolitan AF1b"
"KT119646",2003,"Central African Republic","Cosmopolitan AF1b"
"KT119647",2003,"Central African Republic","Cosmopolitan AF1b"
"KT119648",2003,"Central African Republic","Cosmopolitan AF1b"
"KT119649",2003,"Central African Republic","Cosmopolitan AF1b"
"KT119650",2003,"Central African Republic","Cosmopolitan AF1b"
"KT119651",2004,"Central African Republic","Cosmopolitan AF1b"
"KT119652",2004,"Central African Republic","Cosmopolitan AF1b"
"KT119653",2004,"Central African Republic","Cosmopolitan AF1b"
"KT119654",2004,"Central African Republic","Cosmopolitan AF1b"
"KT119655",2004,"Central African Republic","Cosmopolitan AF1b"
"KT119656",2004,"Central African Republic","Cosmopolitan AF1b"
"KT119657",2005,"Central African Republic","Cosmopolitan AF1b"
"KT119659",2006,"Central African Republic","Cosmopolitan AF1b"
"KT119660",2006,"Central African Republic","Cosmopolitan AF1b"
"KT119661",2006,"Central African Republic","Cosmopolitan AF1b"
"KT119662",2006,"Central African Republic","Cosmopolitan AF1b"
"KT119663",2006,"Central African Republic","Cosmopolitan AF1b"
"KT119664",2006,"Central African Republic","Cosmopolitan AF1b"
"KT119665",2007,"Central African Republic","Cosmopolitan AF1b"
"KT119666",2007,"Central African Republic","Cosmopolitan AF1b"
"KT119667",2007,"Central African Republic","Cosmopolitan AF1b"
"KT119668",2007,"Central African Republic","Cosmopolitan AF1b"
"KT119669",2007,"Central African Republic","Cosmopolitan AF1b"
"KT119670",2007,"Central African Republic","Cosmopolitan AF1b"
