"ID","alignment.name","assignment","sequence.m49_country.id","country","sequence.gb_place_sampled","sequence.collection_year","sequence.earliest_collection_year","year","sequence.gb_length","sequence.gb_create_date","sequence.gb_update_date","sequence.host","sequence.gb_pubmed_id","sequence.isolate"
"EU853657","AL_Africa-2","Africa-2","TCD","Chad","-","1987","1987",1987,1353,"23-Mar-09","23-Mar-09","Canis familiaris","19264663","8733TCH"
"FJ392366","AL_Africa-3","Africa-3","ZAF","South Africa","Harrismith","1992","1992",1992,1353,"31-Dec-09","02-May-10","Atilax paludinosus","20214938","19/92"
"FJ392367","AL_Africa-3","Africa-3","ZAF","South Africa","-","2001","2001",2001,1353,"31-Dec-09","02-May-10","feline","20214938","22-Jan"
"FJ392368","AL_Africa-3","Africa-3","ZAF","South Africa","-","2001","2001",2001,1353,"31-Dec-09","02-May-10","Felis catus","20214938","23-Jan"
"FJ392369","AL_Africa-3","Africa-3","ZAF","South Africa","-","2000","2000",2000,1353,"31-Dec-09","02-May-10","Galerella sanguinea","20214938","28/00"
"FJ392370","AL_Africa-3","Africa-3","ZAF","South Africa","-","2000","2000",2000,1353,"31-Dec-09","02-May-10","Bos taurus","20214938","30/00"
"FJ392371","AL_Africa-3","Africa-3","ZAF","South Africa","-","2002","2002",2002,1353,"31-Dec-09","02-May-10","Cynictis penicillata","20214938","32/02"
"FJ392373","AL_Africa-3","Africa-3","ZAF","South Africa","-","2003","2003",2003,1353,"31-Dec-09","02-May-10","Galerella sanguinea","20214938","155/03"
"FJ392377","AL_Africa-3","Africa-3","ZAF","South Africa","-","1999","1999",1999,1353,"31-Dec-09","02-May-10","Cynictis penicillata","20214938","279/99"
"FJ392378","AL_Africa-3","Africa-3","ZAF","South Africa","-","1999","1999",1999,1353,"31-Dec-09","02-May-10","Cynictis penicillata","20214938","344/99"
"FJ392379","AL_Africa-3","Africa-3","ZAF","South Africa","-","1996","1996",1996,1353,"31-Dec-09","02-May-10","Cynictis penicillata","20214938","364/96"
"FJ392380","AL_Africa-3","Africa-3","ZAF","South Africa","-","2006","2006",2006,1353,"31-Dec-09","02-May-10","Cynictis penicillata","20214938","381/06"
"FJ392384","AL_Africa-3","Africa-3","ZAF","South Africa","-","1994","1994",1994,1353,"31-Dec-09","02-May-10","Felis catus","20214938","485/94"
"FJ392388","AL_Africa-3","Africa-3","ZAF","South Africa","-","1995","1995",1995,1353,"31-Dec-09","02-May-10","Cynictis penicillata","20214938","767/95"
"FJ392389","AL_Africa-3","Africa-3","ZAF","South Africa","-","1992","1992",1992,1353,"31-Dec-09","02-May-10","Atilax paludinosus","20214938","878/92"
"FJ392390","AL_Africa-3","Africa-3","ZAF","South Africa","-","1993","1993",1993,1353,"31-Dec-09","02-May-10","Felis catus","20214938","926/93"
"FJ392391","AL_Africa-3","Africa-3","ZWE","Zimbabwe","-","1994","1994",1994,1353,"31-Dec-09","02-May-10","Galerella sanguinea","20214938","22107"
"JQ692985","AL_Africa-3","Africa-3","ZAF","South Africa","-","2006","2006",2006,1353,"31-Dec-12","31-Dec-12","Felis lybica","-","18-Jun"
"JQ692986","AL_Africa-3","Africa-3","ZAF","South Africa","-","2006","2006",2006,1353,"31-Dec-12","31-Dec-12","Galerella pulverulenta","-","200-06"
"JQ692989","AL_Africa-3","Africa-3","ZAF","South Africa","-","2006","2006",2006,1353,"31-Dec-12","31-Dec-12","Bos taurus","-","50-06"
"JQ692990","AL_Africa-3","Africa-3","ZAF","South Africa","-","2006","2006",2006,1353,"31-Dec-12","31-Dec-12","Cynictis penicillata","-","57-06"
"JQ692994","AL_Africa-3","Africa-3","ZAF","South Africa","-","2006","2006",2006,1353,"31-Dec-12","31-Dec-12","Cynictis penicillata","-","696-06"
"JQ692995","AL_Africa-3","Africa-3","ZAF","South Africa","-","2005","2005",2005,1353,"31-Dec-12","31-Dec-12","Cynictis penicillata","-","257-05"
"JQ692996","AL_Africa-3","Africa-3","ZAF","South Africa","-","2007","2007",2007,1353,"31-Dec-12","31-Dec-12","Felis lybica","-","13-Jul"
"JX088728","AL_Africa-3","Africa-3","ZAF","South Africa","-","2006","2006",2006,1353,"31-Dec-12","31-Dec-12","Bos taurus","-","28-Jun"
"JX088730","AL_Africa-3","Africa-3","ZAF","South Africa","-","2007","2007",2007,1353,"31-Dec-12","31-Dec-12","Bos taurus","-","397-07"
"JX088731","AL_Africa-3","Africa-3","ZAF","South Africa","-","2007","2007",2007,1353,"31-Dec-12","31-Dec-12","Galerella sanguinea","-","416-07"
"JX088732","AL_Africa-3","Africa-3","ZAF","South Africa","-","2006","2006",2006,1353,"31-Dec-12","31-Dec-12","Felis lybica","-","584-06"
"KF022176","AL_Africa-2","Africa-2","NGA","Nigeria","-","2005","2005",2005,1350,"30-May-14","30-May-14","Canis familiaris","-","99N/2005"
"KF022186","AL_Africa-2","Africa-2","NGA","Nigeria","-","2005","2005",2005,1350,"30-May-14","30-May-14","Canis familiaris","-","161N/2005"
"KP345881","AL_Africa-2","Africa-2","FRA","France","-","2014","2014",2014,1353,"20-Apr-15","20-Apr-15","Homo sapiens","25854482","14009FRA"
"KR080521","AL_Africa-2","Africa-2","NGA","Nigeria","Minna","2012","2012",2012,1353,"25-Sep-15","25-Sep-15","Canis familiaris","-","252NigeriaMinna2012"
"KU564980","AL_Africa-2","Africa-2","TCD","Chad","-","2012","2012",2012,1353,"26-Jul-16","15-Nov-16","Canis familiaris","-","346"
"KU564981","AL_Africa-2","Africa-2","TCD","Chad","-","2012","2012",2012,1353,"26-Jul-16","15-Nov-16","Canis familiaris","-","347"
"KU564982","AL_Africa-2","Africa-2","TCD","Chad","-","2012","2012",2012,1353,"26-Jul-16","15-Nov-16","Canis familiaris","-","349"
"KU564983","AL_Africa-2","Africa-2","TCD","Chad","-","2012","2012",2012,1353,"26-Jul-16","15-Nov-16","Canis familiaris","-","350"
"KU564984","AL_Africa-2","Africa-2","TCD","Chad","-","2012","2012",2012,1353,"26-Jul-16","15-Nov-16","Canis familiaris","-","351"
"KU564985","AL_Africa-2","Africa-2","TCD","Chad","-","2012","2012",2012,1353,"26-Jul-16","15-Nov-16","Canis familiaris","-","352"
"KU564986","AL_Africa-2","Africa-2","TCD","Chad","-","2012","2012",2012,1353,"26-Jul-16","15-Nov-16","Canis familiaris","-","354"
"KU564987","AL_Africa-2","Africa-2","TCD","Chad","-","2012","2012",2012,1353,"26-Jul-16","15-Nov-16","Canis familiaris","-","356"
"KU564988","AL_Africa-2","Africa-2","TCD","Chad","-","2012","2012",2012,1353,"26-Jul-16","15-Nov-16","Canis familiaris","-","357"
"KU564989","AL_Africa-2","Africa-2","TCD","Chad","-","2012","2012",2012,1353,"26-Jul-16","15-Nov-16","Canis familiaris","-","358"
"KU564990","AL_Africa-2","Africa-2","TCD","Chad","-","2012","2012",2012,1353,"26-Jul-16","15-Nov-16","Canis familiaris","-","359"
"KU564991","AL_Africa-2","Africa-2","TCD","Chad","-","2012","2012",2012,1353,"26-Jul-16","15-Nov-16","Canis familiaris","-","363"
"KU564992","AL_Africa-2","Africa-2","TCD","Chad","-","2012","2012",2012,1353,"26-Jul-16","15-Nov-16","Canis familiaris","-","364"
"KU564993","AL_Africa-2","Africa-2","TCD","Chad","-","2013","2013",2013,1353,"26-Jul-16","15-Nov-16","Canis familiaris","-","367"
"KU564994","AL_Africa-2","Africa-2","TCD","Chad","-","2013","2013",2013,1353,"26-Jul-16","15-Nov-16","Canis familiaris","-","368"
"KU564995","AL_Africa-2","Africa-2","TCD","Chad","-","2013","2013",2013,1353,"26-Jul-16","15-Nov-16","Canis familiaris","-","369"
"KU564996","AL_Africa-2","Africa-2","TCD","Chad","-","2013","2013",2013,1353,"26-Jul-16","15-Nov-16","Canis familiaris","-","371"
"KU564997","AL_Africa-2","Africa-2","TCD","Chad","-","2013","2013",2013,1353,"26-Jul-16","15-Nov-16","Canis familiaris","-","372"
"KU564998","AL_Africa-2","Africa-2","TCD","Chad","-","2013","2013",2013,1353,"26-Jul-16","15-Nov-16","Canis familiaris","-","373"
"KU564999","AL_Africa-2","Africa-2","TCD","Chad","-","2014","2014",2014,1353,"26-Jul-16","15-Nov-16","Canis familiaris","-","381"
"KX148107","AL_Africa-2","Africa-2","BEN","Benin","-","1986","1986",1986,11923,"28-Nov-16","28-Nov-16","Felis catus","-","86097BEN"
"KX148218","AL_Africa-3","Africa-3","BWA","Botswana","-","2009","2009",2009,11800,"28-Nov-16","28-Nov-16","Felis catus","-","14016BOT"
"KX148219","AL_Africa-3","Africa-3","BWA","Botswana","-","2009","2009",2009,11800,"28-Nov-16","28-Nov-16","honey badger","-","14017BOT"
"KX148220","AL_Africa-3","Africa-3","ZAF","South Africa","-","2013","2013",2013,11805,"28-Nov-16","28-Nov-16","mongoose","-","15001AFS"
"KX148221","AL_Africa-3","Africa-3","ZAF","South Africa","-","2014","2014",2014,11805,"28-Nov-16","28-Nov-16","squirrel","-","15003AFS"
"KX148222","AL_Africa-3","Africa-3","ZAF","South Africa","-","2014","2014",2014,11804,"28-Nov-16","28-Nov-16","mongoose","-","15002AFS"
"KX148223","AL_Africa-3","Africa-3","ZAF","South Africa","-","2000","2000",2000,11802,"28-Nov-16","28-Nov-16","feline","-","14018AFS"
"KX148229","AL_Africa-2","Africa-2","NER","Niger","-","1990","1990",1990,11801,"28-Nov-16","28-Nov-16","Canis familiaris","-","90012NIG"
"KX148230","AL_Africa-2","Africa-2","BFA","Burkina Faso","-","1995","1995",1995,11803,"28-Nov-16","28-Nov-16","Canis familiaris","-","95047HAV"
"KX148231","AL_Africa-2","Africa-2","NER","Niger","-","1990","1990",1990,11801,"28-Nov-16","28-Nov-16","Canis familiaris","-","90010NIG"
"KX148232","AL_Africa-2","Africa-2","CIV","Côte d'Ivoire","-","1992","1992",1992,11801,"28-Nov-16","28-Nov-16","Canis familiaris","-","92037CI"
"KX148233","AL_Africa-2","Africa-2","CIV","Côte d'Ivoire","-","1992","1992",1992,11801,"28-Nov-16","28-Nov-16","Canis familiaris","-","92038CI"
"KX148234","AL_Africa-2","Africa-2","BFA","Burkina Faso","-","1986","1986",1986,11801,"28-Nov-16","28-Nov-16","Canis familiaris","-","86036HAV"
"KX148235","AL_Africa-2","Africa-2","CIV","Côte d'Ivoire","-","2001","2001",2001,11801,"28-Nov-16","28-Nov-16","Canis familiaris","-","01007CI"
"KX148236","AL_Africa-2","Africa-2","MRT","Mauritania","-","1993","1993",1993,11802,"28-Nov-16","28-Nov-16","Canis familiaris","-","93011MAU"
"KX148237","AL_Africa-2","Africa-2","MRT","Mauritania","-","1993","1993",1993,11801,"28-Nov-16","28-Nov-16","Canis familiaris","-","93012MAU"
"KX148238","AL_Africa-2","Africa-2","SEN","Senegal","-","1991","1991",1991,11801,"28-Nov-16","28-Nov-16","Canis familiaris","-","93003SEN"
"KX148239","AL_Africa-2","Africa-2","SEN","Senegal","-","1992","1992",1992,11801,"28-Nov-16","28-Nov-16","Canis familiaris","-","93005SEN"
"KX148244","AL_Africa-2","Africa-2","GIN","Guinea","-","1990","1990",1990,11802,"28-Nov-16","28-Nov-16","Canis familiaris","-","90024GUI"
"KY124532","AL_Africa-2","Africa-2","TCD","Chad","-","2011","2011",2011,1353,"30-Nov-18","30-Nov-18","Canis familiaris","-","15028TCH"
"KY124533","AL_Africa-2","Africa-2","TCD","Chad","-","2011","2011",2011,1353,"30-Nov-18","30-Nov-18","Canis familiaris","-","15030TCH"
"KY124534","AL_Africa-2","Africa-2","TCD","Chad","-","2012","2012",2012,1353,"30-Nov-18","30-Nov-18","Canis familiaris","-","15031TCH"
"KY124535","AL_Africa-2","Africa-2","TCD","Chad","-","2012","2012",2012,1353,"30-Nov-18","30-Nov-18","Felis catus","-","15033TCH"
"KY124536","AL_Africa-2","Africa-2","TCD","Chad","-","2012","2012",2012,1353,"30-Nov-18","30-Nov-18","Canis familiaris","-","15034TCH"
"KY124537","AL_Africa-2","Africa-2","TCD","Chad","-","2012","2012",2012,1353,"30-Nov-18","30-Nov-18","Canis familiaris","-","15035TCH"
"KY124538","AL_Africa-2","Africa-2","TCD","Chad","-","2012","2012",2012,1353,"30-Nov-18","30-Nov-18","Canis familiaris","-","15036TCH"
"KY124539","AL_Africa-2","Africa-2","TCD","Chad","-","2012","2012",2012,1353,"30-Nov-18","30-Nov-18","Canis familiaris","-","15037TCH"
"KY124540","AL_Africa-2","Africa-2","TCD","Chad","-","2012","2012",2012,1353,"30-Nov-18","30-Nov-18","Canis familiaris","-","15038TCH"
"KY124541","AL_Africa-2","Africa-2","TCD","Chad","-","2013","2013",2013,1353,"30-Nov-18","30-Nov-18","Canis familiaris","-","15039TCH"
"MF538629","AL_Africa-2","Africa-2","TCD","Chad","-","2014","2014",2014,1353,"07-Jan-18","07-Jan-18","Canis familiaris","-","15041TCH"
"MG458307","AL_Africa-3","Africa-3","ZAF","South Africa","-","2000","2000",2000,11922,"31-Jan-18","31-Jan-18","Felis catus","29357361","RV995"
"MG458308","AL_Africa-3","Africa-3","ZAF","South Africa","-","2000","2000",2000,11926,"31-Jan-18","31-Jan-18","mongoose","29357361","RV1009"
"MH481711","AL_Africa-2","Africa-2","LBR","Liberia","-","2018","2018",2018,1353,"16-Oct-18","16-Oct-18","Canis familiaris","-","IZSVe_18RD/666-2"
"MH481712","AL_Africa-2","Africa-2","LBR","Liberia","-","2018","2018",2018,1353,"16-Oct-18","16-Oct-18","Canis familiaris","-","IZSVe_18RD/666-3"
"MH481713","AL_Africa-2","Africa-2","LBR","Liberia","-","2017","2017",2017,1353,"16-Oct-18","16-Oct-18","Canis familiaris","-","IZSVe_18RD/666-4"
"MH514968","AL_Africa-2","Africa-2","SEN","Senegal","Dakar","2001","2001",2001,11923,"30-Jul-21","30-Jul-21","Homo sapiens","-","SH155966SEN_2001"
"MH514969","AL_Africa-2","Africa-2","SEN","Senegal","Dakar","2005","2005",2005,11923,"30-Jul-21","30-Jul-21","Homo sapiens","-","SH177846SEN_2005"
"MH514970","AL_Africa-2","Africa-2","SEN","Senegal","Linguere","2011","2011",2011,11923,"30-Jul-21","30-Jul-21","Canis lupus familiaris","-","SA217694SEN_2011"
"MH514971","AL_Africa-2","Africa-2","SEN","Senegal","Dakar","2010","2010",2010,11923,"30-Jul-21","30-Jul-21","Canis lupus familiaris","-","SA206776SEN_2010"
"MH514972","AL_Africa-2","Africa-2","SEN","Senegal","Dakar","2008","2008",2008,11923,"30-Jul-21","30-Jul-21","Canis lupus familiaris","-","SA194858SEN_2008"
"MH514973","AL_Africa-2","Africa-2","SEN","Senegal","Dahra","2011","2011",2011,11923,"30-Jul-21","30-Jul-21","Mellivora capensis","-","SA212203SEN_2011"
"MH514974","AL_Africa-2","Africa-2","SEN","Senegal","Dahra","2011","2011",2011,11923,"30-Jul-21","30-Jul-21","Canis lupus familiaris","-","SA217750SEN_2011"
"MH514975","AL_Africa-2","Africa-2","SEN","Senegal","Diamniadio","2013","2013",2013,11923,"30-Jul-21","30-Jul-21","Canis lupus familiaris","-","SA252913SEN_2013"
"MH514976","AL_Africa-2","Africa-2","SEN","Senegal","Dakar","2010","2010",2010,11923,"30-Jul-21","30-Jul-21","Canis lupus familiaris","-","SA204014SEN_2010"
"MH514977","AL_Africa-2","Africa-2","SEN","Senegal","Dakar","2013","2013",2013,11923,"30-Jul-21","30-Jul-21","Canis lupus familiaris","-","SA262037SEN_2013"
"MH514978","AL_Africa-2","Africa-2","SEN","Senegal","Dakar","2014","2014",2014,11923,"30-Jul-21","30-Jul-21","Canis lupus familiaris","-","SA262503SEN_2014"
"MH514979","AL_Africa-2","Africa-2","SEN","Senegal","Dakar","2014","2014",2014,11923,"30-Jul-21","30-Jul-21","Canis lupus familiaris","-","SA262518SEN_2014"
"MH514980","AL_Africa-2","Africa-2","SEN","Senegal","Dakar","2014","2014",2014,11923,"30-Jul-21","30-Jul-21","Canis lupus familiaris","-","SA267115SEN_2014"
"MH514981","AL_Africa-2","Africa-2","SEN","Senegal","Dakar","2013","2013",2013,11923,"30-Jul-21","30-Jul-21","Canis lupus familiaris","-","SA252888SEN_2013"
"MH514982","AL_Africa-2","Africa-2","SEN","Senegal","Dakar","2007","2007",2007,11923,"30-Jul-21","30-Jul-21","Homo sapiens","-","SH189343SEN_2007"
"MH514983","AL_Africa-2","Africa-2","SEN","Senegal","Dahra","2011","2011",2011,11923,"30-Jul-21","30-Jul-21","Canis lupus familiaris","-","SA217695SEN_2011"
"MH514984","AL_Africa-2","Africa-2","SEN","Senegal","Dakar","2011","2011",2011,11923,"30-Jul-21","30-Jul-21","Homo sapiens","-","SH218152SEN_2011"
"MH514985","AL_Africa-2","Africa-2","SEN","Senegal","Dakar","2015","2015",2015,11923,"30-Jul-21","30-Jul-21","Canis lupus familiaris","-","SA272282SEN_2015"
"MK471246","AL_Africa-2","Africa-2","GIN","Guinea","-","2018","2018",2018,1353,"25-May-19","25-May-19","Canis lupus familiaris","-","1557-2IZSVe"
"MK471247","AL_Africa-2","Africa-2","GIN","Guinea","-","2018","2018",2018,1353,"25-May-19","25-May-19","Canis lupus familiaris","-","1557-4IZSVe"
"MK471248","AL_Africa-2","Africa-2","GIN","Guinea","-","2018","2018",2018,1353,"25-May-19","25-May-19","Canis lupus familiaris","-","1557-5IZSVe"
"MN049979","AL_Africa-2","Africa-2","LBR","Liberia","-","2017","2017",2017,1353,"09-Jul-20","09-Jul-20","Canis familiaris","-","17013LIB"
"MN049980","AL_Africa-2","Africa-2","LBR","Liberia","Lofa county","2018","2018",2018,1353,"09-Jul-20","09-Jul-20","Canis familiaris","-","18009LIB"
"MN049981","AL_Africa-2","Africa-2","LBR","Liberia","Montserrado county","2018","2018",2018,1353,"09-Jul-20","09-Jul-20","Canis familiaris","-","18008LIB"
"MN049982","AL_Africa-2","Africa-2","LBR","Liberia","Montserrado county","2017","2017",2017,1353,"09-Jul-20","09-Jul-20","Canis familiaris","-","18007LIB"
"MN049983","AL_Africa-2","Africa-2","LBR","Liberia","Montserrado county","2017","2017",2017,1353,"09-Jul-20","09-Jul-20","Felis catus","-","18005LIB"
"MN049984","AL_Africa-2","Africa-2","LBR","Liberia","-","2018","2018",2018,1353,"09-Jul-20","09-Jul-20","Canis familiaris","-","18018LIB"
"U22485","AL_Africa-2","Africa-2","-","-","-","1986","1986",1986,1350,"20-Jul-95","20-Jul-95","Felis catus","7778285","8697BEN"
"U22486","AL_Africa-2","Africa-2","-","-","-","1986","1986",1986,1350,"20-Jul-95","20-Jul-95","Canis familiaris","7778285","88636HAV"
"U22487","AL_Africa-2","Africa-2","-","-","-","-","-",1995,1350,"20-Jul-95","20-Jul-95","-","7778285","8660GUI"
"U22489","AL_Africa-2","Africa-2","-","-","-","1986","1986",1986,1350,"20-Jul-95","20-Jul-95","Camelus","7778285","8689MAU"
"U22639","AL_Africa-2","Africa-2","-","-","-","1989","1989",1989,1350,"20-Jul-95","20-Jul-95","Canis familiaris","7778285","9003CI"
"U22640","AL_Africa-2","Africa-2","-","-","-","1990","1990",1990,1350,"20-Jul-95","20-Jul-95","Canis familiaris","7778285","9012NIG"
"U22641","AL_Africa-2","Africa-2","-","-","-","1990","1990",1990,1350,"20-Jul-95","20-Jul-95","Canis familiaris","7778285","9024GUI"
"U22644","AL_Africa-2","Africa-2","-","-","-","1992","1992",1992,1350,"20-Jul-95","20-Jul-95","Canis familiaris","7778285","9218TCH"
"U22646","AL_Africa-2","Africa-2","-","-","-","1990","1990",1990,1350,"20-Jul-95","20-Jul-95","Canis familiaris","7778285","9026CI"
"U22652","AL_Africa-2","Africa-2","-","-","-","1992","1992",1992,1350,"20-Jul-95","20-Jul-95","Canis familiaris","7778285","9239CI"
